scope,category,lookup name,CO2 Factor (kg / unit),CH4 Factor (kg / unit),N2O Factor (kg / unit),Biofuel?,AR4 (kgCO2e),AR5 (kgCO2e),Units,Source
2,grid-region-location-based,China Northwest Grid,0.9155,0,0,,0.9155,0.9155,kwH,
2,grid-region-location-based,China Southern Grid,0.8367,0,0,,0.8367,0.8367,kwH,
2,grid-region-location-based,Hainan Province China Power Grid ,0,0,0,,0,0,kwH,
2,egrid-subregion-residual-mix-market-based,AKGD,0.490900342,,,,0.490900342,0.490900342,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,AKMS,0.228215929,,,,0.228215929,0.228215929,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,AZNM,0.474108353,,,,0.474108353,0.474108353,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,CAMX,0.240140873,,,,0.240140873,0.240140873,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,ERCT,0.485452698,,,,0.485452698,0.485452698,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,FRCC,0.461385087,,,,0.461385087,0.461385087,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,HIMS,0.522547482,,,,0.522547482,0.522547482,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,HIOA,0.754274216,,,,0.754274216,0.754274216,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,MROE,0.756959483,,,,0.756959483,0.756959483,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,MROW,0.586748946,,,,0.586748946,0.586748946,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,NEWE,0.253190725,,,,0.253190725,0.253190725,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,NWPP,0.300636487,,,,0.300636487,0.300636487,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,NYCW,0.288398565,,,,0.288398565,0.288398565,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,NYLI,0.534476961,,,,0.534476961,0.534476961,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,NYUP,0.133673671,,,,0.133673671,0.133673671,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,RFCE,0.344031669,,,,0.344031669,0.344031669,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,RFCM,0.577332369,,,,0.577332369,0.577332369,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,RFCW,0.564250765,,,,0.564250765,0.564250765,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,RMPA,0.625653564,,,,0.625653564,0.625653564,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SPNO,0.686861318,,,,0.686861318,0.686861318,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SPSO,0.641796916,,,,0.641796916,0.641796916,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SRMV,0.381081094,,,,0.381081094,0.381081094,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SRMW,0.739174126,,,,0.739174126,0.739174126,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SRSO,0.49653396,,,,0.49653396,0.49653396,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SRTV,0.53790612,,,,0.53790612,0.53790612,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,SRVC,0.366198728,,,,0.366198728,0.366198728,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,US Average,0.460364622,,,,0.460364622,0.460364622,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Newfoundland and Labrador,0.045064402,,,,0.045064402,0.045064402,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Quebec,0.045064402,,,,0.045064402,0.045064402,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Ontario,0.045064402,,,,0.045064402,0.045064402,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Manitoba,0.239945828,,,,0.239945828,0.239945828,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Saskatchewan,0.239945828,,,,0.239945828,0.239945828,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Alberta,0.381793234,,,,0.381793234,0.381793234,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,British Columbia,0.381793234,,,,0.381793234,0.381793234,kwH,Green-e Energy Residual Mix Emissions Rates (2018)
2,egrid-subregion-residual-mix-market-based,Austria,0.54587,,,,0.54587,0.54587,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Belgium,0.18906,,,,0.18906,0.18906,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Bulgaria,0.49543,,,,0.49543,0.49543,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Croatia,0.56168,,,,0.56168,0.56168,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Cyprus,0.77021,,,,0.77021,0.77021,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Czech Republic,0.6123,,,,0.6123,0.6123,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Denmark,0.50937,,,,0.50937,0.50937,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Estonia,1.04329,,,,1.04329,1.04329,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Finland,0.30164,,,,0.30164,0.30164,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,France,0.0532,,,,0.0532,0.0532,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Germany,0.72869,,,,0.72869,0.72869,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,United Kingdom,0.38096,,,,0.38096,0.38096,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Greece,0.69583,,,,0.69583,0.69583,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Hungary,0.37898,,,,0.37898,0.37898,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Iceland,0.48224,,,,0.48224,0.48224,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Ireland,0.64035,,,,0.64035,0.64035,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Italy,0.48723,,,,0.48723,0.48723,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Latvia,0.32276,,,,0.32276,0.32276,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Lithuania,0.38073,,,,0.38073,0.38073,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Luxembourg,0.36121,,,,0.36121,0.36121,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Malta,0.66892,,,,0.66892,0.66892,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Netherlands,0.53339,,,,0.53339,0.53339,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Norway,0.28049,,,,0.28049,0.28049,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Poland,0.90462,,,,0.90462,0.90462,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Portugal,0.31552,,,,0.31552,0.31552,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Romania,0.40259,,,,0.40259,0.40259,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Slovakia,0.19395,,,,0.19395,0.19395,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Slovenia,0.50223,,,,0.50223,0.50223,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Spain,0.45091,,,,0.45091,0.45091,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Sweden,0.03742,,,,0.03742,0.03742,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
2,egrid-subregion-residual-mix-market-based,Switzerland,0.03484,,,,0.03484,0.03484,kwH,"European Residual Mixes 2018 v1.2 (published July 2019) - Table 2, Direct GWP (gCO2/kWh)"
